Date,Status,X,Y,Z,Source,Time,SessionTime,RPM,Speed,nGear,Throttle,Brake,DRS,dt,Speed_ms,dv,G_long,G_lat
2024-03-01 16:19:32.616,OnTrack,-487.0,-747.0,-158.0,pos,0 days 00:32:53.420000,0 days 00:32:56.943000,9869.97001984,182.87000064,5,52.25999872,False,8,0.174,50.797222399999995,0.2416668444444383,0.43965036325315804,-0.3751119965492557
2024-03-01 16:19:32.642,OnTrack,-486.2458549565091,-733.1272739577421,-157.9891763492386,car,0 days 00:32:53.446000,0 days 00:32:56.969000,9874.0,183.0,5,52.0,False,8,0.026,50.83333333333333,0.03611093333333315,-0.08978938054226787,-0.20715069058284757
2024-03-01 16:19:32.916,OnTrack,-478.0,-595.0,-158.0,pos,0 days 00:32:53.720000,0 days 00:32:57.243000,9196.7059336,181.2874992,5,7.4749792,False,8,0.274,50.357638666666666,-0.47569466666666216,-0.5028640348006752,-0.10774605662816722
2024-03-01 16:19:32.962,OnTrack,-476.73865935994866,-572.6874099591005,-158.15230340983595,car,0 days 00:32:53.766000,0 days 00:32:57.289000,9083.0,181.0,5,0.0,True,8,0.046,50.27777777777778,-0.07986088888888787,-0.8116868131550685,-0.0599868094940465
2024-03-01 16:19:33.156,OnTrack,-472.0,-483.0,-159.0,pos,0 days 00:32:53.960000,0 days 00:32:57.483000,8590.994119822222,167.5277688888889,5,0.0,True,8,0.194,46.53549135802469,-3.7422864197530856,-1.028370929238453,-0.04696166398931717
2024-03-01 16:19:33.322,OnTrack,-468.5149248551617,-414.53002251546883,-159.02801087167245,car,0 days 00:32:54.126000,0 days 00:32:57.649000,8170.0,156.0,5,0.0,True,8,0.166,43.333333333333336,-3.2021580246913572,-1.16502959668384,-0.05175933492280968
2024-03-01 16:19:33.376,OnTrack,-467.0,-387.0,-159.0,pos,0 days 00:32:54.180000,0 days 00:32:57.703000,8055.5872288,154.6499968,5,0.0,True,8,0.054,42.958332444444444,-0.3750008888888914,-1.2861263157392044,0.08457235930824628
2024-03-01 16:19:33.482,OnTrack,-463.1067369506994,-320.1224066599527,-158.9896691811701,car,0 days 00:32:54.286000,0 days 00:32:57.809000,7831.0,152.0,5,0.0,True,8,0.106,42.22222222222222,-0.7361102222222229,-1.2950420793132145,-0.005919786237090489
2024-03-01 16:19:33.576,OnTrack,-460.0,-267.0,-159.0,pos,0 days 00:32:54.380000,0 days 00:32:57.903000,7679.18979328,147.76999424,5,0.0,True,8,0.094,41.04722062222222,-1.1750016000000016,-1.242847529633914,-0.024184649840771653
2024-03-01 16:19:33.682,OnTrack,-458.2665609908705,-234.7068729198092,-159.00329724543425,car,0 days 00:32:54.486000,0 days 00:32:58.009000,7508.0,143.0,5,0.0,True,8,0.106,39.72222222222222,-1.3249983999999984,-1.0320631094313013,-0.016733113577932383
2024-03-01 16:19:33.836,OnTrack,-457.0,-206.0,-159.0,pos,0 days 00:32:54.640000,0 days 00:32:58.163000,7753.850204342857,136.94999497142857,5,0.0,True,8,0.154,38.04166526984127,-1.6805569523809538,-1.0278205637420468,-0.06151760166307317
2024-03-01 16:19:33.962,OnTrack,-454.6024416463988,-158.55904645771855,-158.9992362267094,car,0 days 00:32:54.766000,0 days 00:32:58.289000,7955.0,132.0,5,0.0,True,8,0.126,36.666666666666664,-1.3749986031746033,-1.1146566498958215,-0.0027253873559576237
2024-03-01 16:19:34.122,OnTrack,-450.71126328665054,-85.60971317647575,-158.99991204881417,car,0 days 00:32:54.926000,0 days 00:32:58.449000,7560.0,126.0,4,0.0,True,8,0.16,35.0,-1.6666666666666643,-1.0361876899362026,-0.025540008166056796
2024-03-01 16:19:34.157,OnTrack,-450.0,-73.0,-159.0,pos,0 days 00:32:54.961000,0 days 00:32:58.484000,7587.1250496,125.0156232,4,0.0,True,8,0.035,34.726561999999994,-0.27343800000000584,-0.8980213532541168,-0.001225214466323901
2024-03-01 16:19:34.416,OnTrack,-446.0,-8.0,-159.0,pos,0 days 00:32:55.220000,0 days 00:32:58.743000,7787.8500992,117.7312464,4,0.0,True,8,0.259,32.703124,-2.0234379999999916,-0.8202843581248053,0.014799412526281185
2024-03-01 16:19:34.442,OnTrack,-445.60387815382717,-1.1403988146263089,-158.99999225967466,car,0 days 00:32:55.246000,0 days 00:32:58.769000,7808.0,117.0,4,0.0,True,8,0.026,32.5,-0.20312400000000252,-0.7686540423098622,0.04804979756290085
2024-03-01 16:19:34.642,OnTrack,-442.2590988893476,61.06957376377366,-158.9999989246426,car,0 days 00:32:55.446000,0 days 00:32:58.969000,7833.0,112.0,3,0.0,True,8,0.2,31.11111111111111,-1.3888888888888893,-0.7517112840151025,0.1616449072068014
2024-03-01 16:19:34.656,OnTrack,-442.0,66.0,-159.0,pos,0 days 00:32:55.460000,0 days 00:32:58.983000,7809.75978752,111.6499968,3,0.0,True,8,0.014,31.013887999999998,-0.09722311111111281,-0.7256338835529964,0.2177816429499403
2024-03-01 16:19:34.842,OnTrack,-438.22317241459245,138.41514291923062,-159.0000040678615,car,0 days 00:32:55.646000,0 days 00:32:59.169000,7501.0,107.0,3,0.0,True,8,0.186,29.72222222222222,-1.2916657777777765,-0.679554594037138,0.14737911163096556
2024-03-01 16:19:35.035,OnTrack,-435.0,204.0,-159.0,pos,0 days 00:32:55.839000,0 days 00:32:59.362000,7710.083541333333,102.1749952,3,0.0,True,8,0.193,28.38194311111111,-1.340279111111112,-0.6061242047088937,-0.15194723403260973
2024-03-01 16:19:35.202,OnTrack,-433.89435240539575,233.7187946900895,-158.99999967842464,car,0 days 00:32:56.006000,0 days 00:32:59.529000,7891.0,98.0,3,0.0,True,8,0.167,27.22222222222222,-1.159720888888888,-0.5597162023110502,-0.0844445480723836
2024-03-01 16:19:35.315,OnTrack,-433.0,253.0,-159.0,pos,0 days 00:32:56.119000,0 days 00:32:59.642000,7855.68744,96.5874976,3,0.0,True,8,0.113,26.829860444444446,-0.3923617777777757,-0.6017937124337176,0.10872767747760101
2024-03-01 16:19:35.362,OnTrack,-432.4124273145882,263.17034975496006,-159.0000000611729,car,0 days 00:32:56.166000,0 days 00:32:59.689000,7841.0,96.0,3,0.0,True,8,0.047,26.666666666666664,-0.16319377777778143,-0.5819923276278806,0.15624385435358323
2024-03-01 16:19:35.562,OnTrack,-429.17472527791335,315.63570729380547,-159.00000000353754,car,0 days 00:32:56.366000,0 days 00:32:59.889000,7795.0,92.0,2,0.0,True,8,0.2,25.555555555555554,-1.1111111111111107,-0.47671590860384483,0.11824734251399334
2024-03-01 16:19:35.575,OnTrack,-429.0,319.0,-159.0,pos,0 days 00:32:56.379000,0 days 00:32:59.902000,7761.7682592,91.6749952,2,0.0,True,8,0.013,25.46527644444444,-0.09027911111111209,-0.4093926650838753,0.19721613292023832
2024-03-01 16:19:35.722,OnTrack,-427.39300238612253,355.28733310580367,-158.99999999835444,car,0 days 00:32:56.526000,0 days 00:33:00.049000,7386.0,88.0,2,0.0,True,8,0.147,24.444444444444443,-1.0208319999999986,-0.40538588651994883,0.2725120816891418
2024-03-01 16:19:35.755,OnTrack,-427.0,363.0,-159.0,pos,0 days 00:32:56.559000,0 days 00:33:00.082000,7379.812464,88.0,2,0.0,True,8,0.033,24.444444444444443,0.0,-0.4183511497472204,0.363382034432162
2024-03-01 16:19:35.882,OnTrack,-425.19426908087115,392.5601929906053,-159.00000000011806,car,0 days 00:32:56.686000,0 days 00:33:00.209000,7356.0,88.0,2,0.0,True,8,0.127,24.444444444444443,0.0,-0.4014964129098406,0.3348646941627082
2024-03-01 16:19:35.895,OnTrack,-425.0,396.0,-159.0,pos,0 days 00:32:56.699000,0 days 00:33:00.222000,7328.11458816,87.73999616,2,0.0,True,8,0.013,24.372221155555557,-0.0722232888888854,-0.3432705145018222,0.1194199566517474
2024-03-01 16:19:36.082,OnTrack,-422.20766298743854,456.5456220142354,-158.99999999979565,car,0 days 00:32:56.886000,0 days 00:33:00.409000,6927.0,84.0,2,0.0,True,8,0.187,23.333333333333332,-1.0388878222222253,-0.30173916887478375,-0.07877424712344398
2024-03-01 16:19:36.175,OnTrack,-421.0,483.0,-159.0,pos,0 days 00:32:56.979000,0 days 00:33:00.502000,7002.728727771429,83.00356937142857,2,1.6607177142857141,True,8,0.093,23.056547047619045,-0.2767862857142873,-0.2856317010708567,0.09482353311073037
2024-03-01 16:19:36.362,OnTrack,-419.1638730914733,514.1642028413117,-159.0000000000568,car,0 days 00:32:57.166000,0 days 00:33:00.689000,7155.0,81.0,2,5.0,False,8,0.187,22.5,-0.5565470476190448,-0.2995653536277704,0.1178253718187856
2024-03-01 16:19:36.495,OnTrack,-418.0,532.0,-159.0,pos,0 days 00:32:57.299000,0 days 00:33:00.822000,7068.180430222223,80.63055502222223,2,12.758344533333332,False,8,0.133,22.39737639506173,-0.10262360493826961,-0.20988286551655047,0.01835843653133331
2024-03-01 16:19:36.722,OnTrack,-415.72193978447365,574.9432837372366,-158.9999999999928,car,0 days 00:32:57.526000,0 days 00:33:01.049000,6920.0,80.0,2,26.0,False,8,0.227,22.22222222222222,-0.17515417283950896,-0.07598788827715419,-0.09458468990086578
2024-03-01 16:19:36.835,OnTrack,-414.0,608.0,-159.0,pos,0 days 00:32:57.639000,0 days 00:33:01.162000,6718.0121568,80.0,2,32.3562608,False,8,0.113,22.22222222222222,0.0,-0.018009737227476945,-0.023981532639810593
2024-03-01 16:19:36.882,OnTrack,-413.11231944515436,624.7611355383044,-159.00000000000114,car,0 days 00:32:57.686000,0 days 00:33:01.209000,6634.0,80.0,2,35.0,False,8,0.047,22.22222222222222,0.0,0.006862393701115464,-0.0042960102401688885
2024-03-01 16:19:37.035,OnTrack,-410.0,683.0,-159.0,pos,0 days 00:32:57.839000,0 days 00:33:01.362000,6705.52758976,80.0,2,36.530001920000004,False,8,0.153,22.22222222222222,0.0,0.01361988092383062,-0.005135748622578367
2024-03-01 16:19:37.282,OnTrack,-407.1185367769606,737.2080992675621,-158.99999999999977,car,0 days 00:32:58.086000,0 days 00:33:01.609000,6821.0,80.0,2,39.0,False,8,0.247,22.22222222222222,0.0,-0.005421758004294721,-0.0015768559495858148
2024-03-01 16:19:37.416,OnTrack,-406.0,758.0,-159.0,pos,0 days 00:32:58.220000,0 days 00:33:01.743000,6798.21997824,80.0,2,40.34000128,False,8,0.134,22.22222222222222,0.0,-0.009664898020302456,0.026599249579547405
2024-03-01 16:19:37.482,OnTrack,-405.43146771500415,768.4052844484642,-159.0000000000001,car,0 days 00:32:58.286000,0 days 00:33:01.809000,6787.0,80.0,2,41.0,False,8,0.066,22.22222222222222,0.0,-0.01980124304283336,0.035840280875489905
2024-03-01 16:19:37.762,OnTrack,-402.9403812943225,814.8871020493132,-159.0,car,0 days 00:32:58.566000,0 days 00:33:02.089000,6701.0,79.0,2,42.0,False,8,0.28,21.944444444444443,-0.27777777777777857,-0.02097988846204963,-0.03328197409745511
2024-03-01 16:19:37.875,OnTrack,-402.0,837.0,-159.0,pos,0 days 00:32:58.679000,0 days 00:33:02.202000,6672.3968264,79.0,2,42.3531256,False,8,0.113,21.944444444444443,0.0,-0.019801243042833358,-0.004351908763401469
2024-03-01 16:19:37.996,OnTrack,-401.0,863.0,-159.0,pos,0 days 00:32:58.800000,0 days 00:33:02.323000,6641.7687176,79.0,2,42.7312504,False,8,0.121,21.944444444444443,0.0,-0.016265306785184525,0.1428431782807084
